Plate,Sample,Gate,Count,%Total,%Gated
0-2.5,D3,All Events,96774,100,100
0-2.5,D3,GFP+,19285,19.928,19.928
0-2.5,D3,All Events,96774,100,100
0-2.5,D3,R4,1236.5,1.278,1.278
0-2.5,D3,All Events,96774,100,100
0-2.5,D3,R1,54155,55.96,55.96
0-2.5,D3,LG1,34985,36.151,36.151
0-2.5,D4,GFP+,41,0.096,24.26
0-2.5,D4,All Events,42603.5,100,100
0-2.5,D4,R1,169,0.397,0.397
0-2.5,D4,mCh+,67.5,0.158,39.941
0-2.5,D4,All Events,42603.5,100,100
0-2.5,D4,R1,169,0.397,0.397
0-2.5,D4,R1,169,0.397,0.397
0-2.5,D4,All Events,42603.5,100,100
0-2.5,D4,mCherry-/GFP+,41.5,0.097,24.556
0-2.5,D4,mCherry+/GFP+,0,0,0
0-2.5,D4,mCherry-/GFP-,59.5,0.14,35.207
0-2.5,D4,mCherry+/GFP-,68,0.16,40.237
0-2.5,D4,All Events,42603.5,100,100
0-2.5,D4,R1,169,0.397,0.397
0-2.5,D4,R2,44.5,0.104,65.926
0-2.5,D4,R4,0,0,0
0-2.5,D4,All Events,42603.5,100,100
0-2.5,D4,mCh+,67.5,0.158,0.158
0-2.5,D4,All Events,42603.5,100,100
0-2.5,D4,R2,44.5,0.104,0.104
0-2.5,D4,All Events,42603.5,100,100
0-2.5,D4,R3,35.5,0.083,0.083
0-2.5,D4,R3,35.5,0.083,86.585
0-2.5,D4,All Events,42603.5,100,100
0-2.5,D4,GFP+,41,0.096,0.096
0-2.5,D4,All Events,42603.5,100,100
0-2.5,D4,R4,0,0,0
0-2.5,D4,All Events,42603.5,100,100
0-2.5,D4,R1,169,0.397,0.397
0-2.5,D4,LG1,67.5,0.158,0.158
0-2.5,D5,GFP+,23566,21.551,35.657
0-2.5,D5,All Events,109348.5,100,100
0-2.5,D5,R1,66090.5,60.44,60.44
0-2.5,D5,mCh+,42676.5,39.028,64.573
0-2.5,D5,All Events,109348.5,100,100
0-2.5,D5,R1,66090.5,60.44,60.44
0-2.5,D5,R1,66090.5,60.44,60.44
0-2.5,D5,All Events,109348.5,100,100
0-2.5,D5,mCherry-/GFP+,21928.5,20.054,33.18
0-2.5,D5,mCherry+/GFP+,2099.5,1.92,3.177
0-2.5,D5,mCherry-/GFP-,1218,1.114,1.843
0-2.5,D5,mCherry+/GFP-,40844.5,37.353,61.801
0-2.5,D5,All Events,109348.5,100,100
0-2.5,D5,R1,66090.5,60.44,60.44
0-2.5,D5,R2,17420,15.931,40.819
0-2.5,D5,R4,1638.5,1.498,3.839
0-2.5,D5,All Events,109348.5,100,100
0-2.5,D5,mCh+,42676.5,39.028,39.028
0-2.5,D5,All Events,109348.5,100,100
0-2.5,D5,R2,17420,15.931,15.931
0-2.5,D5,All Events,109348.5,100,100
0-2.5,D5,R3,19004.5,17.38,17.38
0-2.5,D5,R3,19004.5,17.38,80.644
0-2.5,D5,All Events,109348.5,100,100
0-2.5,D5,GFP+,23566,21.551,21.551
0-2.5,D5,All Events,109348.5,100,100
0-2.5,D5,R4,1638.5,1.498,1.498
0-2.5,D5,All Events,109348.5,100,100
0-2.5,D5,R1,66090.5,60.44,60.44
0-2.5,D5,LG1,42676.5,39.028,39.028
0-2.5,D6,GFP+,20905.5,19.538,32.606
0-2.5,D6,All Events,107001.5,100,100
0-2.5,D6,R1,64116,59.921,59.921
0-2.5,D6,mCh+,43362,40.525,67.631
0-2.5,D6,All Events,107001.5,100,100
0-2.5,D6,R1,64116,59.921,59.921
0-2.5,D6,R1,64116,59.921,59.921
0-2.5,D6,All Events,107001.5,100,100
0-2.5,D6,mCherry-/GFP+,19387,18.118,30.237
0-2.5,D6,mCherry+/GFP+,1894,1.77,2.954
