Plate,Sample,Gate,Count,%Total,%Gated
3-5.5,E10,mCh+,9637,29.975,75.454
3-5.5,E10,All Events,32150,100.000,100.000
3-5.5,E10,R1,12772,39.726,39.726
3-5.5,E10,R1,12772,39.726,39.726
3-5.5,E10,All Events,32150,100.000,100.000
3-5.5,E10,mCherry-/GFP+,2762,8.591,21.625
3-5.5,E10,mCherry+/GFP+,101,0.314,0.791
3-5.5,E10,mCherry-/GFP-,328,1.020,2.568
3-5.5,E10,mCherry+/GFP-,9581,29.801,75.016
3-5.5,E10,All Events,32150,100.000,100.000
3-5.5,E10,R1,12772,39.726,39.726
3-5.5,E10,R2,6282,19.540,65.186
3-5.5,E10,R4,84,0.261,0.872
3-5.5,E10,All Events,32150,100.000,100.000
3-5.5,E10,mCh+,9637,29.975,29.975
3-5.5,E10,All Events,32150,100.000,100.000
3-5.5,E10,R2,6282,19.540,19.540
3-5.5,E10,All Events,32150,100.000,100.000
3-5.5,E10,R3,2365,7.356,7.356
3-5.5,E10,R3,2365,7.356,84.737
3-5.5,E10,All Events,32150,100.000,100.000
3-5.5,E10,GFP+,2791,8.681,8.681
3-5.5,E10,All Events,32150,100.000,100.000
3-5.5,E10,R4,84,0.261,0.261
3-5.5,E10,All Events,32150,100.000,100.000
3-5.5,E10,R1,12772,39.726,39.726
3-5.5,E10,LG1,9637,29.975,29.975
3-5.5,E11,GFP+,5254,12.090,20.820
3-5.5,E11,All Events,43458,100.000,100.000
3-5.5,E11,R1,25235,58.068,58.068
3-5.5,E11,mCh+,19539,44.961,77.428
3-5.5,E11,All Events,43458,100.000,100.000
3-5.5,E11,R1,25235,58.068,58.068
3-5.5,E11,R1,25235,58.068,58.068
3-5.5,E11,All Events,43458,100.000,100.000
3-5.5,E11,mCherry-/GFP+,5094,11.722,20.186
3-5.5,E11,mCherry+/GFP+,291,0.670,1.153
3-5.5,E11,mCherry-/GFP-,518,1.192,2.053
3-5.5,E11,mCherry+/GFP-,19332,44.484,76.608
3-5.5,E11,All Events,43458,100.000,100.000
3-5.5,E11,R1,25235,58.068,58.068
3-5.5,E11,R2,11564,26.610,59.184
3-5.5,E11,R4,218,0.502,1.116
3-5.5,E11,All Events,43458,100.000,100.000
3-5.5,E11,mCh+,19539,44.961,44.961
3-5.5,E11,All Events,43458,100.000,100.000
3-5.5,E11,R2,11564,26.610,26.610
3-5.5,E11,All Events,43458,100.000,100.000
3-5.5,E11,R3,4376,10.069,10.069
3-5.5,E11,R3,4376,10.069,83.289
3-5.5,E11,All Events,43458,100.000,100.000
3-5.5,E11,GFP+,5254,12.090,12.090
3-5.5,E11,All Events,43458,100.000,100.000
3-5.5,E11,R4,218,0.502,0.502
3-5.5,E11,All Events,43458,100.000,100.000
3-5.5,E11,R1,25235,58.068,58.068
3-5.5,E11,LG1,19539,44.961,44.961
3-5.5,E12,GFP+,17,0.088,8.333
3-5.5,E12,All Events,19254,100.000,100.000
3-5.5,E12,R1,204,1.060,1.060
3-5.5,E12,mCh+,117,0.608,57.353
3-5.5,E12,All Events,19254,100.000,100.000
3-5.5,E12,R1,204,1.060,1.060
3-5.5,E12,R1,204,1.060,1.060
3-5.5,E12,All Events,19254,100.000,100.000
3-5.5,E12,mCherry-/GFP+,18,0.093,8.824
3-5.5,E12,mCherry+/GFP+,0,0.000,0.000
3-5.5,E12,mCherry-/GFP-,69,0.358,33.824
3-5.5,E12,mCherry+/GFP-,117,0.608,57.353
3-5.5,E12,All Events,19254,100.000,100.000
3-5.5,E12,R1,204,1.060,1.060
3-5.5,E12,R2,72,0.374,61.538
3-5.5,E12,R4,0,0.000,0.000
3-5.5,E12,All Events,19254,100.000,100.000
3-5.5,E12,mCh+,117,0.608,0.608
3-5.5,E12,All Events,19254,100.000,100.000
3-5.5,E12,R2,72,0.374,0.374
3-5.5,E12,All Events,19254,100.000,100.000
3-5.5,E12,R3,17,0.088,0.088
3-5.5,E12,R3,17,0.088,100.000
3-5.5,E12,All Events,19254,100.000,100.000
3-5.5,E12,GFP+,17,0.088,0.088
3-5.5,E12,All Events,19254,100.000,100.000
3-5.5,E12,R4,0,0.000,0.000
3-5.5,E12,All Events,19254,100.000,100.000
3-5.5,E12,R1,204,1.060,1.060
3-5.5,E12,LG1,117,0.608,0.608
3-5.5,F1,GFP+,12364,22.290,35.424
3-5.5,F1,All Events,55470,100.000,100.000
3-5.5,F1,R1,34903,62.922,62.922
3-5.5,F1,mCh+,21829,39.353,62.542
3-5.5,F1,All Events,55470,100.000,100.000
3-5.5,F1,R1,34903,62.922,62.922
3-5.5,F1,R1,34903,62.922,62.922
3-5.5,F1,All Events,55470,100.000,100.000
3-5.5,F1,mCherry-/GFP+,11901,21.455,34.097
3-5.5,F1,mCherry+/GFP+,751,1.354,2.152
3-5.5,F1,mCherry-/GFP-,1064,1.918,3.048
3-5.5,F1,mCherry+/GFP-,21187,38.195,60.703
3-5.5,F1,All Events,55470,100.000,100.000
3-5.5,F1,R1,34903,62.922,62.922
3-5.5,F1,R2,10133,18.268,46.420
3-5.5,F1,R4,552,0.995,2.529
3-5.5,F1,All Events,55470,100.000,100.000
3-5.5,F1,mCh+,21829,39.353,39.353
3-5.5,F1,All Events,55470,100.000,100.000
3-5.5,F1,R2,10133,18.268,18.268
3-5.5,F1,All Events,55470,100.000,100.000
3-5.5,F1,R3,10367,18.689,18.689
3-5.5,F1,R3,10367,18.689,83.848
3-5.5,F1,All Events,55470,100.000,100.000
3-5.5,F1,GFP+,12364,22.290,22.290
3-5.5,F1,All Events,55470,100.000,100.000
3-5.5,F1,R4,552,0.995,0.995
3-5.5,F1,All Events,55470,100.000,100.000
3-5.5,F1,R1,34903,62.922,62.922
3-5.5,F1,LG1,21829,39.353,39.353
3-5.5,F2,GFP+,12222,22.616,34.753
3-5.5,F2,All Events,54042,100.000,100.000
3-5.5,F2,R1,35168,65.075,65.075
3-5.5,F2,mCh+,22153,40.992,62.992
3-5.5,F2,All Events,54042,100.000,100.000
3-5.5,F2,R1,35168,65.075,65.075
3-5.5,F2,R1,35168,65.075,65.075
3-5.5,F2,All Events,54042,100.000,100.000
3-5.5,F2,mCherry-/GFP+,11837,21.903,33.658
3-5.5,F2,mCherry+/GFP+,698,1.292,1.985
3-5.5,F2,mCherry-/GFP-,1075,1.989,3.057
3-5.5,F2,mCherry+/GFP-,21558,39.891,61.300
3-5.5,F2,All Events,54042,100.000,100.000
3-5.5,F2,R1,35168,65.075,65.075
3-5.5,F2,R2,10419,19.279,47.032
3-5.5,F2,R4,530,0.981,2.392
3-5.5,F2,All Events,54042,100.000,100.000
3-5.5,F2,mCh+,22153,40.992,40.992
3-5.5,F2,All Events,54042,100.000,100.000
3-5.5,F2,R2,10419,19.279,19.279
3-5.5,F2,All Events,54042,100.000,100.000
3-5.5,F2,R3,10320,19.096,19.096
3-5.5,F2,R3,10320,19.096,84.438
3-5.5,F2,All Events,54042,100.000,100.000
3-5.5,F2,GFP+,12222,22.616,22.616
3-5.5,F2,All Events,54042,100.000,100.000
3-5.5,F2,R4,530,0.981,0.981
3-5.5,F2,All Events,54042,100.000,100.000
3-5.5,F2,R1,35168,65.075,65.075
3-5.5,F2,LG1,22153,40.992,40.992
3-5.5,F3,GFP+,15333,23.965,34.682
3-5.5,F3,All Events,63980,100.000,100.000
3-5.5,F3,R1,44210,69.100,69.100
3-5.5,F3,mCh+,28014,43.786,63.366
3-5.5,F3,All Events,63980,100.000,100.000
3-5.5,F3,R1,44210,69.100,69.100
3-5.5,F3,R1,44210,69.100,69.100
3-5.5,F3,All Events,63980,100.000,100.000
3-5.5,F3,mCherry-/GFP+,14729,23.021,33.316
3-5.5,F3,mCherry+/GFP+,959,1.499,2.169
3-5.5,F3,mCherry-/GFP-,1345,2.102,3.042
3-5.5,F3,mCherry+/GFP-,27177,42.477,61.473
3-5.5,F3,All Events,63980,100.000,100.000
3-5.5,F3,R1,44210,69.100,69.100
3-5.5,F3,R2,12694,19.841,45.313
3-5.5,F3,R4,741,1.158,2.645
3-5.5,F3,All Events,63980,100.000,100.000
3-5.5,F3,mCh+,28014,43.786,43.786
3-5.5,F3,All Events,63980,100.000,100.000
3-5.5,F3,R2,12694,19.841,19.841
3-5.5,F3,All Events,63980,100.000,100.000
3-5.5,F3,R3,12920,20.194,20.194
3-5.5,F3,R3,12920,20.194,84.263
3-5.5,F3,All Events,63980,100.000,100.000
3-5.5,F3,GFP+,15333,23.965,23.965
3-5.5,F3,All Events,63980,100.000,100.000
3-5.5,F3,R4,741,1.158,1.158
3-5.5,F3,All Events,63980,100.000,100.000
3-5.5,F3,R1,44210,69.100,69.100
3-5.5,F3,LG1,28014,43.786,43.786
3-5.5,F4,GFP+,75,0.419,23.438
3-5.5,F4,All Events,17914,100.000,100.000
3-5.5,F4,R1,320,1.786,1.786
3-5.5,F4,mCh+,207,1.156,64.688
3-5.5,F4,All Events,17914,100.000,100.000
3-5.5,F4,R1,320,1.786,1.786
3-5.5,F4,R1,320,1.786,1.786
3-5.5,F4,All Events,17914,100.000,100.000
3-5.5,F4,mCherry-/GFP+,76,0.424,23.750
3-5.5,F4,mCherry+/GFP+,1,0.006,0.313
3-5.5,F4,mCherry-/GFP-,36,0.201,11.250
3-5.5,F4,mCherry+/GFP-,207,1.156,64.688
3-5.5,F4,All Events,17914,100.000,100.000
3-5.5,F4,R1,320,1.786,1.786
3-5.5,F4,R2,139,0.776,67.150
3-5.5,F4,R4,0,0.000,0.000
3-5.5,F4,All Events,17914,100.000,100.000
3-5.5,F4,mCh+,207,1.156,1.156
3-5.5,F4,All Events,17914,100.000,100.000
3-5.5,F4,R2,139,0.776,0.776
3-5.5,F4,All Events,17914,100.000,100.000
3-5.5,F4,R3,70,0.391,0.391
3-5.5,F4,R3,70,0.391,93.333
3-5.5,F4,All Events,17914,100.000,100.000
3-5.5,F4,GFP+,75,0.419,0.419
3-5.5,F4,All Events,17914,100.000,100.000
3-5.5,F4,R4,0,0.000,0.000
3-5.5,F4,All Events,17914,100.000,100.000
3-5.5,F4,R1,320,1.786,1.786
3-5.5,F4,LG1,207,1.156,1.156
3-5.5,F5,GFP+,8444,22.846,48.213
3-5.5,F5,All Events,36960,100.000,100.000
3-5.5,F5,R1,17514,47.386,47.386
3-5.5,F5,mCh+,8492,22.976,48.487
3-5.5,F5,All Events,36960,100.000,100.000
3-5.5,F5,R1,17514,47.386,47.386
3-5.5,F5,R1,17514,47.386,47.386
3-5.5,F5,All Events,36960,100.000,100.000
3-5.5,F5,mCherry-/GFP+,8309,22.481,47.442
3-5.5,F5,mCherry+/GFP+,334,0.904,1.907
3-5.5,F5,mCherry-/GFP-,676,1.829,3.860
3-5.5,F5,mCherry+/GFP-,8195,22.173,46.791
3-5.5,F5,All Events,36960,100.000,100.000
3-5.5,F5,R1,17514,47.386,47.386
3-5.5,F5,R2,4494,12.159,52.920
3-5.5,F5,R4,261,0.706,3.073
3-5.5,F5,All Events,36960,100.000,100.000
3-5.5,F5,mCh+,8492,22.976,22.976
3-5.5,F5,All Events,36960,100.000,100.000
3-5.5,F5,R2,4494,12.159,12.159
3-5.5,F5,All Events,36960,100.000,100.000
3-5.5,F5,R3,7047,19.067,19.067
3-5.5,F5,R3,7047,19.067,83.456
3-5.5,F5,All Events,36960,100.000,100.000
3-5.5,F5,GFP+,8444,22.846,22.846
3-5.5,F5,All Events,36960,100.000,100.000
3-5.5,F5,R4,261,0.706,0.706
3-5.5,F5,All Events,36960,100.000,100.000
3-5.5,F5,R1,17514,47.386,47.386
3-5.5,F5,LG1,8492,22.976,22.976
3-5.5,F6,GFP+,15333,28.400,43.388
3-5.5,F6,All Events,53990,100.000,100.000
3-5.5,F6,R1,35339,65.455,65.455
3-5.5,F6,mCh+,19080,35.340,53.991
3-5.5,F6,All Events,53990,100.000,100.000
3-5.5,F6,R1,35339,65.455,65.455
3-5.5,F6,R1,35339,65.455,65.455
3-5.5,F6,All Events,53990,100.000,100.000
3-5.5,F6,mCherry-/GFP+,14948,27.687,42.299
3-5.5,F6,mCherry+/GFP+,726,1.345,2.054
3-5.5,F6,mCherry-/GFP-,1223,2.265,3.461
3-5.5,F6,mCherry+/GFP-,18442,34.158,52.186
3-5.5,F6,All Events,53990,100.000,100.000
3-5.5,F6,R1,35339,65.455,65.455
3-5.5,F6,R2,9352,17.322,49.015
3-5.5,F6,R4,577,1.069,3.024
3-5.5,F6,All Events,53990,100.000,100.000
3-5.5,F6,mCh+,19080,35.340,35.340
3-5.5,F6,All Events,53990,100.000,100.000
3-5.5,F6,R2,9352,17.322,17.322
3-5.5,F6,All Events,53990,100.000,100.000
3-5.5,F6,R3,12997,24.073,24.073
3-5.5,F6,R3,12997,24.073,84.765
3-5.5,F6,All Events,53990,100.000,100.000
3-5.5,F6,GFP+,15333,28.400,28.400
3-5.5,F6,All Events,53990,100.000,100.000
3-5.5,F6,R4,577,1.069,1.069
3-5.5,F6,All Events,53990,100.000,100.000
3-5.5,F6,R1,35339,65.455,65.455
3-5.5,F6,LG1,19080,35.340,35.340
3-5.5,F7,GFP+,9463,23.488,46.105
3-5.5,F7,All Events,40288,100.000,100.000
3-5.5,F7,R1,20525,50.946,50.946
3-5.5,F7,mCh+,10309,25.588,50.227
3-5.5,F7,All Events,40288,100.000,100.000
3-5.5,F7,R1,20525,50.946,50.946
3-5.5,F7,R1,20525,50.946,50.946
3-5.5,F7,All Events,40288,100.000,100.000
3-5.5,F7,mCherry-/GFP+,9387,23.300,45.734
3-5.5,F7,mCherry+/GFP+,355,0.881,1.730
3-5.5,F7,mCherry-/GFP-,782,1.941,3.810
3-5.5,F7,mCherry+/GFP-,10001,24.824,48.726
3-5.5,F7,All Events,40288,100.000,100.000
3-5.5,F7,R1,20525,50.946,50.946
3-5.5,F7,R2,5319,13.202,51.596
3-5.5,F7,R4,280,0.695,2.716
3-5.5,F7,All Events,40288,100.000,100.000
3-5.5,F7,mCh+,10309,25.588,25.588
3-5.5,F7,All Events,40288,100.000,100.000
3-5.5,F7,R2,5319,13.202,13.202
3-5.5,F7,All Events,40288,100.000,100.000
3-5.5,F7,R3,8014,19.892,19.892
3-5.5,F7,R3,8014,19.892,84.688
3-5.5,F7,All Events,40288,100.000,100.000
3-5.5,F7,GFP+,9463,23.488,23.488
3-5.5,F7,All Events,40288,100.000,100.000
3-5.5,F7,R4,280,0.695,0.695
3-5.5,F7,All Events,40288,100.000,100.000
3-5.5,F7,R1,20525,50.946,50.946
3-5.5,F7,LG1,10309,25.588,25.588
3-5.5,F8,GFP+,17,0.096,17.172
3-5.5,F8,All Events,17787,100.000,100.000
3-5.5,F8,R1,99,0.557,0.557
3-5.5,F8,mCh+,48,0.270,48.485
3-5.5,F8,All Events,17787,100.000,100.000
3-5.5,F8,R1,99,0.557,0.557
3-5.5,F8,R1,99,0.557,0.557
3-5.5,F8,All Events,17787,100.000,100.000
3-5.5,F8,mCherry-/GFP+,17,0.096,17.172
3-5.5,F8,mCherry+/GFP+,1,0.006,1.010
3-5.5,F8,mCherry-/GFP-,32,0.180,32.323
3-5.5,F8,mCherry+/GFP-,49,0.275,49.495
3-5.5,F8,All Events,17787,100.000,100.000
3-5.5,F8,R1,99,0.557,0.557
3-5.5,F8,R2,23,0.129,47.917
3-5.5,F8,R4,0,0.000,0.000
3-5.5,F8,All Events,17787,100.000,100.000
3-5.5,F8,mCh+,48,0.270,0.270
3-5.5,F8,All Events,17787,100.000,100.000
3-5.5,F8,R2,23,0.129,0.129
3-5.5,F8,All Events,17787,100.000,100.000
3-5.5,F8,R3,17,0.096,0.096
3-5.5,F8,R3,17,0.096,100.000
3-5.5,F8,All Events,17787,100.000,100.000
3-5.5,F8,GFP+,17,0.096,0.096
3-5.5,F8,All Events,17787,100.000,100.000
3-5.5,F8,R4,0,0.000,0.000
3-5.5,F8,All Events,17787,100.000,100.000
3-5.5,F8,R1,99,0.557,0.557
3-5.5,F8,LG1,48,0.270,0.270
3-5.5,F9,GFP+,16732,28.703,43.572
3-5.5,F9,All Events,58293,100.000,100.000
3-5.5,F9,R1,38401,65.876,65.876
3-5.5,F9,mCh+,20601,35.340,53.647
3-5.5,F9,All Events,58293,100.000,100.000
3-5.5,F9,R1,38401,65.876,65.876
3-5.5,F9,R1,38401,65.876,65.876
3-5.5,F9,All Events,58293,100.000,100.000
3-5.5,F9,mCherry-/GFP+,16254,27.883,42.327
3-5.5,F9,mCherry+/GFP+,938,1.609,2.443
3-5.5,F9,mCherry-/GFP-,1402,2.405,3.651
3-5.5,F9,mCherry+/GFP-,19807,33.978,51.579
3-5.5,F9,All Events,58293,100.000,100.000
3-5.5,F9,R1,38401,65.876,65.876
3-5.5,F9,R2,8963,15.376,43.508
3-5.5,F9,R4,681,1.168,3.306
3-5.5,F9,All Events,58293,100.000,100.000
3-5.5,F9,mCh+,20601,35.340,35.340
3-5.5,F9,All Events,58293,100.000,100.000
3-5.5,F9,R2,8963,15.376,15.376
3-5.5,F9,All Events,58293,100.000,100.000
3-5.5,F9,R3,13958,23.945,23.945
3-5.5,F9,R3,13958,23.945,83.421
3-5.5,F9,All Events,58293,100.000,100.000
3-5.5,F9,GFP+,16732,28.703,28.703
3-5.5,F9,All Events,58293,100.000,100.000
3-5.5,F9,R4,681,1.168,1.168
3-5.5,F9,All Events,58293,100.000,100.000
3-5.5,F9,R1,38401,65.876,65.876
3-5.5,F9,LG1,20601,35.340,35.340
3-5.5,F10,GFP+,14819,27.765,42.552
3-5.5,F10,All Events,53372,100.000,100.000
3-5.5,F10,R1,34826,65.251,65.251
3-5.5,F10,mCh+,18918,35.446,54.321
3-5.5,F10,All Events,53372,100.000,100.000
3-5.5,F10,R1,34826,65.251,65.251
3-5.5,F10,R1,34826,65.251,65.251
3-5.5,F10,All Events,53372,100.000,100.000
3-5.5,F10,mCherry-/GFP+,14444,27.063,41.475
3-5.5,F10,mCherry+/GFP+,773,1.448,2.220
3-5.5,F10,mCherry-/GFP-,1337,2.505,3.839
3-5.5,F10,mCherry+/GFP-,18272,34.235,52.467
3-5.5,F10,All Events,53372,100.000,100.000
3-5.5,F10,R1,34826,65.251,65.251
3-5.5,F10,R2,8888,16.653,46.982
3-5.5,F10,R4,619,1.160,3.272
3-5.5,F10,All Events,53372,100.000,100.000
3-5.5,F10,mCh+,18918,35.446,35.446
3-5.5,F10,All Events,53372,100.000,100.000
3-5.5,F10,R2,8888,16.653,16.653
3-5.5,F10,All Events,53372,100.000,100.000
3-5.5,F10,R3,12379,23.194,23.194
3-5.5,F10,R3,12379,23.194,83.535
3-5.5,F10,All Events,53372,100.000,100.000
3-5.5,F10,GFP+,14819,27.765,27.765
3-5.5,F10,All Events,53372,100.000,100.000
3-5.5,F10,R4,619,1.160,1.160
3-5.5,F10,All Events,53372,100.000,100.000
3-5.5,F10,R1,34826,65.251,65.251
3-5.5,F10,LG1,18918,35.446,35.446
3-5.5,F11,GFP+,14901,27.540,42.671
3-5.5,F11,All Events,54107,100.000,100.000
3-5.5,F11,R1,34921,64.541,64.541
3-5.5,F11,mCh+,18914,34.957,54.162
3-5.5,F11,All Events,54107,100.000,100.000
3-5.5,F11,R1,34921,64.541,64.541
3-5.5,F11,R1,34921,64.541,64.541
3-5.5,F11,All Events,54107,100.000,100.000
3-5.5,F11,mCherry-/GFP+,14584,26.954,41.763
3-5.5,F11,mCherry+/GFP+,705,1.303,2.019
3-5.5,F11,mCherry-/GFP-,1319,2.438,3.777
3-5.5,F11,mCherry+/GFP-,18313,33.846,52.441
3-5.5,F11,All Events,54107,100.000,100.000
3-5.5,F11,R1,34921,64.541,64.541
3-5.5,F11,R2,8742,16.157,46.220
3-5.5,F11,R4,549,1.015,2.903
3-5.5,F11,All Events,54107,100.000,100.000
3-5.5,F11,mCh+,18914,34.957,34.957
3-5.5,F11,All Events,54107,100.000,100.000
3-5.5,F11,R2,8742,16.157,16.157
3-5.5,F11,All Events,54107,100.000,100.000
3-5.5,F11,R3,12655,23.389,23.389
3-5.5,F11,R3,12655,23.389,84.927
3-5.5,F11,All Events,54107,100.000,100.000
3-5.5,F11,GFP+,14901,27.540,27.540
3-5.5,F11,All Events,54107,100.000,100.000
3-5.5,F11,R4,549,1.015,1.015
3-5.5,F11,All Events,54107,100.000,100.000
3-5.5,F11,R1,34921,64.541,64.541
3-5.5,F11,LG1,18914,34.957,34.957
3-5.5,F12,GFP+,61,0.330,25.000
3-5.5,F12,All Events,18506,100.000,100.000
3-5.5,F12,R1,244,1.318,1.318
3-5.5,F12,mCh+,125,0.675,51.230
3-5.5,F12,All Events,18506,100.000,100.000
3-5.5,F12,R1,244,1.318,1.318
3-5.5,F12,R1,244,1.318,1.318
3-5.5,F12,All Events,18506,100.000,100.000
3-5.5,F12,mCherry-/GFP+,61,0.330,25.000
3-5.5,F12,mCherry+/GFP+,1,0.005,0.410
3-5.5,F12,mCherry-/GFP-,55,0.297,22.541
3-5.5,F12,mCherry+/GFP-,127,0.686,52.049
3-5.5,F12,All Events,18506,100.000,100.000
3-5.5,F12,R1,244,1.318,1.318
3-5.5,F12,R2,70,0.378,56.000
3-5.5,F12,R4,0,0.000,0.000
3-5.5,F12,All Events,18506,100.000,100.000
3-5.5,F12,mCh+,125,0.675,0.675
3-5.5,F12,All Events,18506,100.000,100.000
3-5.5,F12,R2,70,0.378,0.378
3-5.5,F12,All Events,18506,100.000,100.000
3-5.5,F12,R3,52,0.281,0.281
3-5.5,F12,R3,52,0.281,85.246
3-5.5,F12,All Events,18506,100.000,100.000
3-5.5,F12,GFP+,61,0.330,0.330
3-5.5,F12,All Events,18506,100.000,100.000
3-5.5,F12,R4,0,0.000,0.000
3-5.5,F12,All Events,18506,100.000,100.000
3-5.5,F12,R1,244,1.318,1.318
3-5.5,F12,LG1,125,0.675,0.675
3-5.5,G1,GFP+,29829,39.389,51.597
3-5.5,G1,All Events,75729,100.000,100.000
3-5.5,G1,R1,57811,76.339,76.339
3-5.5,G1,mCh+,26275,34.696,45.450
3-5.5,G1,All Events,75729,100.000,100.000
3-5.5,G1,R1,57811,76.339,76.339
3-5.5,G1,R1,57811,76.339,76.339
3-5.5,G1,All Events,75729,100.000,100.000
3-5.5,G1,mCherry-/GFP+,28838,38.081,49.883
3-5.5,G1,mCherry+/GFP+,1776,2.345,3.072
3-5.5,G1,mCherry-/GFP-,2436,3.217,4.214
3-5.5,G1,mCherry+/GFP-,24761,32.697,42.831
3-5.5,G1,All Events,75729,100.000,100.000
3-5.5,G1,R1,57811,76.339,76.339
3-5.5,G1,R2,8816,11.642,33.553
3-5.5,G1,R4,1268,1.674,4.826
3-5.5,G1,All Events,75729,100.000,100.000
3-5.5,G1,mCh+,26275,34.696,34.696
3-5.5,G1,All Events,75729,100.000,100.000
3-5.5,G1,R2,8816,11.642,11.642
3-5.5,G1,All Events,75729,100.000,100.000
3-5.5,G1,R3,25174,33.242,33.242
3-5.5,G1,R3,25174,33.242,84.394
3-5.5,G1,All Events,75729,100.000,100.000
3-5.5,G1,GFP+,29829,39.389,39.389
3-5.5,G1,All Events,75729,100.000,100.000
3-5.5,G1,R4,1268,1.674,1.674
3-5.5,G1,All Events,75729,100.000,100.000
3-5.5,G1,R1,57811,76.339,76.339
3-5.5,G1,LG1,26275,34.696,34.696
3-5.5,G2,GFP+,22807,35.672,50.767
3-5.5,G2,All Events,63936,100.000,100.000
3-5.5,G2,R1,44925,70.266,70.266
3-5.5,G2,mCh+,20653,32.303,45.972
3-5.5,G2,All Events,63936,100.000,100.000
3-5.5,G2,R1,44925,70.266,70.266
3-5.5,G2,R1,44925,70.266,70.266
3-5.5,G2,All Events,63936,100.000,100.000
3-5.5,G2,mCherry-/GFP+,22271,34.833,49.574
3-5.5,G2,mCherry+/GFP+,1108,1.733,2.466
3-5.5,G2,mCherry-/GFP-,1854,2.900,4.127
3-5.5,G2,mCherry+/GFP-,19692,30.800,43.833
3-5.5,G2,All Events,63936,100.000,100.000
3-5.5,G2,R1,44925,70.266,70.266
3-5.5,G2,R2,8009,12.527,38.779
3-5.5,G2,R4,806,1.261,3.903
3-5.5,G2,All Events,63936,100.000,100.000
3-5.5,G2,mCh+,20653,32.303,32.303
3-5.5,G2,All Events,63936,100.000,100.000
3-5.5,G2,R2,8009,12.527,12.527
3-5.5,G2,All Events,63936,100.000,100.000
3-5.5,G2,R3,19512,30.518,30.518
3-5.5,G2,R3,19512,30.518,85.553
3-5.5,G2,All Events,63936,100.000,100.000
3-5.5,G2,GFP+,22807,35.672,35.672
3-5.5,G2,All Events,63936,100.000,100.000
3-5.5,G2,R4,806,1.261,1.261
3-5.5,G2,All Events,63936,100.000,100.000
3-5.5,G2,R1,44925,70.266,70.266
3-5.5,G2,LG1,20653,32.303,32.303
3-5.5,G3,GFP+,16674,32.840,53.811
3-5.5,G3,All Events,50774,100.000,100.000
3-5.5,G3,R1,30986,61.027,61.027
3-5.5,G3,mCh+,13072,25.745,42.187
3-5.5,G3,All Events,50774,100.000,100.000
3-5.5,G3,R1,30986,61.027,61.027
3-5.5,G3,R1,30986,61.027,61.027
3-5.5,G3,All Events,50774,100.000,100.000
3-5.5,G3,mCherry-/GFP+,16442,32.383,53.063
3-5.5,G3,mCherry+/GFP+,639,1.259,2.062
3-5.5,G3,mCherry-/GFP-,1378,2.714,4.447
3-5.5,G3,mCherry+/GFP-,12527,24.672,40.428
3-5.5,G3,All Events,50774,100.000,100.000
3-5.5,G3,R1,30986,61.027,61.027
3-5.5,G3,R2,5493,10.819,42.021
3-5.5,G3,R4,464,0.914,3.550
3-5.5,G3,All Events,50774,100.000,100.000
3-5.5,G3,mCh+,13072,25.745,25.745
3-5.5,G3,All Events,50774,100.000,100.000
3-5.5,G3,R2,5493,10.819,10.819
3-5.5,G3,All Events,50774,100.000,100.000
3-5.5,G3,R3,14272,28.109,28.109
3-5.5,G3,R3,14272,28.109,85.594
3-5.5,G3,All Events,50774,100.000,100.000
3-5.5,G3,GFP+,16674,32.840,32.840
3-5.5,G3,All Events,50774,100.000,100.000
3-5.5,G3,R4,464,0.914,0.914
